Unnamed: 0,x,y
98,24.784,63.556
99,23.174,55.004
0,30.168,58.643
1,27.329,49.77
2,54.225,52.675
3,45.448,45.819
4,48.077,47.904
5,23.3,65.265
6,39.865,46.643
7,55.467,28.935
8,43.763,42.864
9,14.143,36.543
10,47.23,51.945
11,35.315,57.516
12,50.11,63.348
13,41.822,31.387
14,19.852,35.562
15,28.749,60.401
16,45.257,53.783
17,26.337,57.134
18,40.598,44.098
19,22.158,47.809
20,48.116,31.332
21,33.403,43.016
22,50.289,46.474
23,49.464,60.213
24,45.533,58.002
25,39.069,41.975
26,33.378,43.704
27,20.885,55.819
28,46.786,47.836
29,41.368,49.492
30,39.474,43.918
31,30.486,49.217
32,56.799,55.85
33,50.662,23.013
34,31.915,45.054
35,40.727,62.802
36,37.651,52.127
37,35.684,47.048
38,28.426,56.704
39,29.907,44.284
40,36.034,35.505
41,38.95,35.139
42,50.333,44.509
43,26.725,64.679
44,39.039,16.978
45,27.156,53.332
46,69.072,55.329
47,65.46,43.236
48,45.239,76.877
49,35.141,34.719
50,39.695,49.595
51,62.531,54.167
52,30.454,45.533
53,50.781,46.895
54,39.278,47.298
55,50.403,56.287
56,22.213,59.33
57,22.425,33.913
58,38.758,50.407
59,46.705,51.353
60,25.64,35.885
61,33.399,48.6
62,32.759,38.915
63,27.039,60.167
64,25.312,49.761
65,38.382,73.19
66,42.096,51.165
67,33.422,43.558
68,17.414,50.564
69,20.218,54.05
70,45.179,52.994
71,48.116,45.613
72,39.344,64.526
73,58.687,57.387
74,45.15,58.006
75,17.212,54.575
76,46.627,56.69
77,10.63,60.237
78,40.85,40.341
79,44.04,71.822
80,39.936,64.78
81,29.943,71.163
82,29.418,34.834
83,32.909,44.445
84,36.284,39.586
85,36.286,50.728
86,39.596,54.882
87,46.202,59.372
88,25.839,52.66
89,38.299,47.558
90,31.566,44.867
91,38.579,53.978
92,34.434,56.225
93,45.985,45.362
94,30.547,48.618
95,44.492,75.679
96,34.91,26.85
97,46.994,50.275
98,52.465,50.767
99,47.769,39.109
0,38.377,54.816
1,48.335,50.505
2,41.566,43.765
3,34.39,47.263
4,36.172,29.551
5,22.374,67.537
6,41.629,40.304
7,30.366,73.296
8,28.248,49.72
9,43.945,57.171
10,22.695,53.732
11,34.039,50.946
12,53.321,40.697
13,54.97,88.189
14,57.512,42.436
15,39.357,31.537
16,36.693,43.483
17,38.24,32.956
18,30.038,40.616
19,29.983,26.817
20,22.555,61.956
21,53.022,64.79
22,49.95,62.574
23,31.042,56.253
24,51.917,50.295
25,31.126,23.968
26,60.636,68.458
27,36.247,25.259
28,47.22,66.313
29,18.372,53.629
30,35.921,56.556
31,31.001,52.321
32,27.696,47.943
33,47.73,48.069
34,43.399,34.894
35,42.406,41.056
36,33.984,41.652
37,43.063,38.142
38,43.064,67.971
39,55.496,54.538
40,41.725,46.137
41,24.65,54.615
42,20.626,53.723
43,36.215,62.017
44,58.61,64.057
45,48.536,48.513
46,35.916,36.977
47,52.671,58.277
48,41.258,63.402
49,31.738,63.015
50,21.929,42.058
51,47.966,34.766
52,53.216,44.562
53,45.75,47.818
54,27.505,54.358
55,54.981,53.566
56,20.284,44.9
57,34.962,55.566
58,31.072,49.32
59,58.362,49.874
60,43.399,49.991
61,39.901,52.559
62,18.499,50.657
63,76.665,51.204
64,44.41,48.888
65,10.321,29.685
66,49.374,56.203
67,39.841,40.23
68,47.133,58.082
69,31.464,35.284
70,35.987,49.47
71,41.186,42.473
72,58.304,48.873
73,44.34,35.453
74,53.78,46.58
75,36.744,42.091
76,40.471,43.63
77,37.699,61.293
78,46.289,39.393
79,44.149,32.746
80,33.636,55.192
81,31.394,33.765
82,16.927,61.986
83,23.668,64.245
84,44.316,63.985
85,39.723,52.394
86,51.782,45.423
87,35.967,65.977
88,37.968,49.067
89,49.493,34.964
90,46.395,69.313
91,43.095,54.074
92,35.153,47.046
93,40.261,49.527
94,37.801,31.196
95,38.733,51.754
96,54.201,41.718
97,31.433,34.842
98,51.583,49.194
99,60.391,48.794
0,36.461,55.756
1,44.191,60.085
2,35.056,47.126
3,29.524,49.401
4,33.834,67.453
5,47.054,40.139
6,56.904,52.445
7,54.153,57.594
8,46.157,45.502
9,50.555,53.834
10,34.778,54.151
11,39.672,35.128
12,40.555,53.097
13,27.974,62.027
14,43.269,52.42
15,26.838,39.41
16,50.761,35.38
17,15.824,65.404
18,29.313,48.963
19,40.08,46.489
20,31.885,39.784
21,59.269,55.892
22,49.08,33.976
23,40.453,60.681
24,43.299,47.796
25,43.66,39.512
26,23.748,60.817
27,44.335,54.333
28,24.568,77.047
29,32.028,48.736
30,48.483,56.274
31,43.354,70.762
32,38.029,32.961
33,29.698,63.942
34,49.696,45.07
35,31.992,53.528
36,28.212,52.429
37,40.499,53.543
38,60.028,53.841
39,30.214,73.51
40,37.794,44.643
41,27.94,47.986
42,34.941,33.191
43,54.353,64.32
44,43.577,47.839
45,47.997,47.152
46,41.184,64.231
47,47.802,35.407
48,46.984,55.27
49,42.293,48.084
50,39.011,41.97
51,54.649,42.16
52,14.005,39.947
53,29.419,49.932
54,48.191,40.992
55,38.562,55.833
56,40.259,50.813
57,30.376,44.284
58,55.862,57.754
59,27.369,50.489
60,50.026,53.927
61,19.089,43.543
62,23.78,41.618
63,59.05,49.047
64,32.953,30.012
65,25.938,36.05
66,16.332,26.642
67,37.071,67.233
68,38.818,56.678
69,43.432,62.558
70,58.023,44.645
71,31.311,74.719
72,53.078,53.21
73,25.936,43.954
74,45.22,25.684
75,31.689,23.895
76,47.51,31.04
77,53.87,36.831
78,43.774,56.354
79,51.883,56.807
80,36.5,60.63
81,44.97,42.697
82,34.401,45.623
83,30.749,60.289
84,39.832,47.083
85,22.116,51.136
86,33.711,48.069
87,33.659,46.81
88,27.089,46.657
89,41.168,42.232
90,21.42,52.007
91,47.823,38.318
92,34.292,68.445
93,42.662,61.05
94,36.062,62.591
95,45.563,58.525
96,30.725,50.371
97,45.959,57.781
98,31.029,57.864
99,60.19,65.346
0,42.368,32.658
1,35.249,32.143
2,29.431,56.003
3,48.892,53.422
4,56.654,47.43
5,34.649,57.245
6,44.981,61.883
7,27.895,58.964
8,49.532,65.466
9,21.387,52.332
10,26.662,58.735
11,30.79,54.273
12,28.275,37.476
13,41.32,46.665
14,34.556,73.093
15,38.834,44.115
16,20.508,41.123
17,43.015,36.463
18,52.778,47.204
19,28.706,56.162
20,47.634,48.638
21,42.559,50.263
22,35.66,53.646
23,56.007,55.606
24,42.572,46.605
25,37.837,49.003
26,43.082,43.908
27,28.328,73.738
28,32.282,69.632
29,39.736,36.054
30,31.068,61.899
31,24.462,63.869
32,12.351,66.663
33,47.36,44.441
34,55.021,61.807
35,35.558,43.167
36,33.339,51.864
37,28.505,49.391
38,22.209,45.253
39,36.765,31.011
40,30.618,38.347
41,54.775,47.414
42,32.991,36.214
43,32.932,35.237
44,32.623,52.048
45,46.464,49.39
46,43.808,51.139
47,30.293,4.467
48,22.484,72.528
49,32.092,19.27
50,50.798,58.966
51,75.29,51.652
52,42.694,64.399
53,44.359,43.129
54,52.572,58.19
55,44.3,33.02
56,44.665,42.979
57,23.913,37.455
58,48.928,27.31
59,57.543,55.485
60,65.367,61.046
61,26.883,45.383
62,56.203,72.225
63,31.627,43.597
64,40.907,57.916
65,40.177,32.028
66,61.598,44.4
67,32.434,32.698
68,12.443,72.863
69,23.022,44.21
70,40.187,41.237
71,47.356,40.795
72,32.899,53.708
73,17.437,73.184
74,24.294,44.291
75,40.329,41.116
76,38.673,56.838
77,19.466,75.864
78,44.999,60.418
79,38.212,51.825
80,21.597,65.751
81,32.086,40.731
82,31.761,61.265
83,39.803,54.549
84,14.326,68.513
85,37.852,64.109
86,33.796,49.064
87,29.008,45.869
88,54.732,55.759
89,14.141,59.102
90,72.101,48.611
91,38.434,59.373
92,63.592,39.174
93,48.874,58.243
94,39.194,37.171
95,41.01,67.717
96,44.223,62.102
97,14.096,47.621
98,47.248,55.556
99,42.16,49.959
0,54.699,46.634
1,30.134,25.907
2,30.673,30.354
3,16.264,56.057
4,36.223,65.18
5,47.442,50.034
6,21.214,59.257
7,30.575,71.898
8,27.641,70.974
9,45.415,39.593
10,43.644,43.189
11,49.594,40.466
12,32.753,50.168
13,31.58,54.549
14,24.137,64.371
15,34.291,42.581
16,39.315,51.573
17,53.43,27.04
18,41.616,63.198
19,35.287,52.518
20,29.707,69.303
21,22.801,31.34
22,44.427,54.318
23,26.2,53.142
24,41.513,60.154
25,37.119,65.286
26,7.64,32.28
27,30.386,57.038
28,42.18,45.341
29,25.58,75.104
30,44.77,52.672
31,43.729,36.301
32,33.139,38.706
33,41.436,69.995
34,57.881,39.635
35,59.183,56.904
36,36.038,62.019
37,19.513,51.362
38,36.732,48.151
39,60.155,20.394
40,43.766,10.082
41,31.787,71.137
42,38.687,53.532
43,46.524,31.137
44,45.492,51.913
45,56.653,49.206
46,51.772,42.781
47,44.364,41.534
48,30.767,55.123
49,37.061,34.964
50,34.415,44.812
51,59.932,37.376
52,46.868,38.128
53,43.844,29.361
54,41.298,52.039
55,25.142,43.818
56,27.727,55.126
57,55.656,44.869
58,33.281,53.977
59,50.975,43.131
60,33.42,35.352
61,29.362,77.741
62,36.345,63.569
63,22.296,51.157
64,10.532,53.758
65,58.567,57.863
66,26.609,51.948
67,37.834,23.312
68,44.657,61.324
69,29.79,45.115
70,36.148,49.089
71,44.785,42.498
72,58.197,58.088
73,28.099,54.97
74,34.561,68.491
75,36.463,34.054
76,53.238,38.471
77,27.684,58.962
78,50.817,48.922
79,45.132,47.094
80,24.395,27.481
81,33.192,51.643
82,44.113,65.557
83,48.524,39.987
84,27.271,66.743
85,23.961,37.577
86,29.789,47.522
87,45.567,78.431
88,52.252,64.699
89,55.131,32.288
90,43.64,51.781
91,35.541,75.955
92,46.937,59.339
93,40.383,55.558
94,53.363,54.485
95,53.548,68.235
96,46.462,52.646
97,38.904,46.756
98,37.38,36.702
99,41.534,39.951
0,35.204,53.033
1,26.136,50.231
2,47.128,58.57
3,39.359,27.457
4,53.842,58.632
5,32.858,53.283
6,41.812,40.692
7,58.671,49.075
8,32.368,83.487
9,39.183,40.568
10,63.779,46.499
11,52.549,48.729
12,43,59.818
13,52.924,46.433
14,55.422,48.667
15,44.32,35.543
16,40.004,55.434
17,28.573,50.568
18,27.756,60.023
19,35.083,42.505
20,61.587,71.28
21,35.684,54.78
22,35.948,35.445
23,34.501,53.553
24,35.151,64.59
25,44.048,53.877
26,37.558,44.827
27,59.007,56.523
28,27.764,65.93
29,39.42,57.241
30,48.737,51.478
31,40.133,51.757
32,28.371,51.489
33,58.246,36.602
34,20.488,53.166
35,31.404,67.972
36,49.218,43.473
37,43.285,37.437
38,60.46,48.433
39,38.898,66.234
40,31.31,65.806
41,28.944,35.418
42,50.291,48.796
43,29.967,48.735
44,32.615,21.745
45,21.894,57.819
46,57.894,54.223
47,41.224,35.777
48,26.748,63.552
49,48.696,36.599
50,41.101,42.298
51,32.509,64.502
52,37.149,64.86
53,55.088,27.207
54,61.629,36.961
55,42.414,38.429
56,39.757,48.237
57,56.461,23.835
58,35.084,53.438
59,27.151,43.722
60,37.198,47.918
61,35.973,75.644
62,30.729,51.772
63,57.868,47.518
64,43.202,47.248
65,54.28,20.577
66,22.52,53.988
67,47.613,62.845
68,40.773,47.82
69,59.472,61.599
70,36.222,42.161
71,45.655,35.441
72,40.078,63.338
73,52.714,51.238
74,27.999,30.678
75,38.208,38.963
76,49.321,58.953
77,51.665,66.773
78,47.759,61.208
79,36.668,59.08
80,38.517,61.643
81,22.528,62.044
82,39.934,36.155
83,42.123,56.653
84,44.23,67.415
85,31.821,25.391
86,33.967,47.206
87,26.725,55.019
88,39.153,56.079
89,36.109,54.95
90,51.082,48.779
91,40.635,47.958
92,40.097,56.625
93,29.583,33.098
94,39.45,60.629
95,40.282,70.432
96,38.095,58.34
97,41.267,29.983
98,36.409,59.31
99,40.436,46.12
0,9.828,81.389
1,29.025,86.84
2,17.021,88.978
3,34.381,90.868
4,37.75,90.471
5,24.949,12.799
6,25.236,75.905
7,8.338,83.282
8,7.358,98.825
9,16.393,88.48
10,26.881,83.258
11,21.687,95.294
12,16.615,85.883
13,38.937,83.186
14,24.156,85.132
15,33.257,93.902
16,32.61,74.984
17,1.87,6.423
18,17.263,63.025
19,32.428,87.711
20,33.703,89.247
21,18.378,70.745
22,39.036,67.118
23,2.806,99.456
24,6.541,65.843
25,35.444,78.837
26,26.056,2.382
27,16.832,93.262
28,12.35,84.46
29,15.631,87.45
30,12.045,79.52
31,12.297,86.433
32,42.477,8.837
33,6.684,19.761
34,8.289,83.616
35,9.492,85.197
36,24.712,92.909
37,14.194,99.929
38,10.81,2.886
39,1.763,6.719
40,44.482,94.153
41,22.705,87.116
42,25.106,81.874
43,21.694,74.729
44,31.344,65.274
45,11.144,92.861
46,38.684,75.685
47,45.98,96.661
48,5.762,83.082
49,33.659,83.17
50,12.921,92.363
51,42.132,77.505
52,8.182,11.32
53,4.518,88.587
54,16.769,92.471
55,30.001,1.563
56,21.971,94.463
57,10.886,83.779
58,36.791,81.219
59,11.873,76.119
60,22.906,82.386
61,21.613,58.104
62,20.939,85.282
63,40.68,71.569
64,37.052,4.428
65,20.812,74.019
66,27.454,7.698
67,2.436,94.354
68,27.134,3.283
69,31.124,85.426
70,7.774,90.332
71,20.844,92.029
72,17.998,16.034
73,19.956,93.899
74,20.51,77.79
75,9.17,83.027
76,17.568,92.222
77,26.569,85.358
78,-0.32,92.137
79,14.496,81.89
80,10.457,92.174
81,17.333,81.397
82,19.028,77.192
83,15.921,1.392
84,22.748,96.288
85,15.9,90.79
86,33.822,77.086
87,22.727,81.99
88,22.885,65.551
89,7.907,96.745
90,13.798,3.886
91,-6.467,70.008
92,41.116,18.241
93,21.113,3.253
94,27.515,78.991
95,35.616,2.979
96,12.793,84.996
97,17.239,86.846
98,15.645,92.264
99,19.06,86.942
0,3.805,75.699
1,45.068,5.299
2,9.959,77.236
3,11.431,88.156
4,22.636,1.317
5,3.787,91.06
6,21.63,4.78
7,21.035,95.131
8,1.24,80.367
9,26.42,87.945
10,21.236,94.839
11,17.183,94.488
12,15.146,72.772
13,-8.07,70.984
14,43.903,90.904
15,2.57,81.482
16,5.312,6.017
17,-0.213,76.444
18,11.129,92.787
19,26.387,96.005
20,22.159,77.388
21,32.665,16.143
22,27.703,82.955
23,12.212,89.576
24,-4.71,81.623
25,14.337,90.117
26,36.587,87.188
27,15.282,90.095
28,35.649,82.735
29,12.131,6.342
30,25.994,83.639
31,11.701,0.004
32,18.986,90.39
33,27.179,92.067
34,19.724,74.242
35,24.313,79.603
36,17.41,92.358
37,11.492,81.629
38,24.713,95.644
39,11.873,82.58
40,27.001,96.181
41,5.315,87.171
42,31.443,0.668
43,42.684,65.112
44,19.978,91.43
45,32.661,95.953
46,6.96,6.046
47,24.01,81.446
48,14.783,86.176
49,15.599,75.311
50,35.857,83.126
51,29.124,78.807
52,20.681,87.687
53,35.679,99.357
54,20.848,91.101
55,5.257,8.912
56,11.977,83.467
57,20.499,2.901
58,4.13,72.217
59,19.313,92.485
60,34.26,94.673
61,14.533,71.674
62,4.96,8.552
63,21.083,76.702
64,27.046,80.765
65,12.689,98.667
66,19.211,96.752
67,35.643,79.695
68,31.11,96.646
69,10.383,78.21
70,43.287,93.924
71,0.449,84.525
72,15.033,86.252
73,24.058,74.992
74,16.509,0.69
75,17.35,95.881
76,27.304,88.067
77,39.104,92.992
78,18.554,89.245
79,6.699,90.372
80,10.639,62.753
81,11.516,84.958
82,-2.249,5.693
83,30.543,19.38
84,21.933,91.958
85,15.926,2.291
86,21.546,4.696
87,35.077,10.706
88,27.946,89.1
89,10.88,9.149
90,14.446,77.187
91,8.527,72.632
92,30.871,4.823
93,2.18,87.27
94,13.117,83.348
95,27.962,8.851
96,15.166,82.448
97,27.444,83.156
98,45.712,94.804
99,23.832,87.127
0,10.338,95.312
1,11.178,89.43
2,14.622,87.744
3,11.77,96.951
4,14.307,70.533
5,40.009,83.978
6,5.866,88.169
7,3.431,0.207
8,4.294,91.149
9,0.928,91.015
10,12.047,91.881
11,33.108,83.865
12,21.488,93.311
13,8.224,88.517
14,33.988,76.683
15,5.986,85.527
16,18.242,71.197
17,20.334,27.16
18,8.568,96.708
19,22.251,81.953
20,37.195,95.309
21,21.132,78.808
22,17.234,2.337
23,7.183,8.449
24,4.306,15.028
25,19.798,82.897
26,22.041,11.7
27,10.455,94.125
28,28.852,92.262
29,23.639,90.579
30,18.286,97.424
31,43.316,84.735
32,12.052,5.428
33,35.484,3.356
34,16.484,88.583
35,7.31,88.733
36,36.25,83.578
37,21.831,87.57
38,14.479,86.83
39,23.403,81.346
40,15.4,78.405
41,35.555,88.077
42,18.89,80.342
43,34.071,88.239
44,-9.018,86.061
45,28.32,82.08
46,40.153,3.512
47,7.832,85.184
48,31.416,83.569
49,24.333,97.002
50,13.035,3.253
51,2.288,85.564
52,8.723,69.455
53,22.069,76.087
54,29.044,97.5
55,17.598,96.871
56,28.068,54.972
57,27.783,99.495
58,30.35,92.962
59,30.758,94.435
60,33.637,80.54
61,18.867,95.557
62,20.323,83.026
63,8.095,80.128
64,3.095,81.435
65,23.611,90.501
66,29.389,87.685
67,25.348,90.738
68,13.461,96.094
69,13.264,98.243
70,19.929,86.151
71,42.215,77.882
72,17.689,90.771
73,31.641,90.507
74,4.069,77.643
75,34.952,75.916
76,14.445,94.31
77,34.9,72.426
78,11.539,99.172
79,39.483,0.516
80,24.481,82.582
81,32.115,93.288
82,6.861,1.61
83,9.402,86.688
84,22.87,94.355
85,9.939,1.647
86,10.575,68.504
87,36.54,76.248
88,33.334,79.302
89,24.946,0.837
90,38.883,86.412
91,27.543,84.528
92,17.558,82.7
93,22.824,74.093
94,34.666,72.392
95,15.186,86.615
96,26.458,90.708
97,11.317,81.409
98,11.28,82.671
99,1.22,72.547
0,28.564,22.64
1,9.868,82.761
2,19.852,93.532
3,9.765,81.928
4,15.128,0.999
5,17.496,72.647
6,7.154,98.243
7,13.757,85.06
8,28.625,73.106
9,19.442,77.364
10,0.607,93.983
11,12.425,97.974
12,14.14,80.693
13,9.436,69.269
14,31.399,83.041
15,5.618,82.609
16,17.237,87.856
17,6.084,89.937
18,14.106,77.77
19,25.16,90.346
20,30.545,67.396
21,28.739,81.409
22,35.72,94.237
23,16.475,19.563
24,38.245,12.663
25,5.033,88.36
26,8.36,98.522
27,7.279,90.185
28,6.913,3.266
29,15.508,80.255
30,29.423,80.954
31,30.162,66.065
32,50.055,80.107
33,11.77,89.056
34,45.907,7.389
35,15.486,92.895
36,22.586,97.307
37,12.492,63.554
38,30.829,95.493
39,18.841,87.474
40,27.736,83.389
41,19.463,98.684
42,40.139,7.892
43,13.952,74.175
44,9.541,79.18
45,19.316,83.781
46,44.656,83.09
47,27.265,90.612
48,4.011,80.688
49,1.74,62.902
50,10.014,14.75
51,-7.147,80.02
52,31.956,92.928
53,18.495,80.863
54,0.626,74.54
55,44.29,1.589
56,16.574,84.034
57,8.412,8.988
58,27.486,97.647
59,15.116,86.782
60,12.129,84.655
61,28.663,76.96
62,11.377,83.079
63,15.102,61.358
64,36.993,6.665
65,23.147,1.42
66,27.866,96.449
67,26.893,83.679
68,31.16,2.397
69,22.796,97.322
70,0.227,85.289
71,19.831,81.307
72,44.044,94.548
73,8.185,81.132
74,-1.125,66.304
75,-3.758,80.695
76,10.272,1.223
77,25.052,8.061
78,31.466,88.129
79,22.375,5.033
80,15.472,84.452
81,18.896,90.536
82,14.718,80.198
83,36.03,86.375
84,11.855,81.565
85,31.617,9.893
86,18.391,93.482
87,1.877,90.821
88,35.065,97.66
89,1.4,17.301
90,36.763,93.715
91,18.733,95.546
92,26.965,90.579
93,32.838,88.688
94,17.894,92.982
95,36.047,81.672
96,4.694,98.359
97,10.783,6.97
98,22.671,4.832
99,33.126,8.426
0,17.095,82.238
1,23.937,97.347
2,30.543,95.433
3,33.294,75.497
4,36.386,92.56
5,8.525,81.043
6,15.981,8.706
7,26.869,97.197
8,21.121,98.918
9,34.619,93.939
10,-1.094,90.691
11,18.911,85.896
12,10.006,89.241
13,9.844,96.35
14,5.797,88.035
15,16.475,92.93
16,6.438,85.256
17,29.593,84.708
18,24.671,88.101
19,2.966,10.615
20,13.859,16.875
21,17.911,86.534
22,17.125,77.651
23,21.484,75.245
24,-7.506,94.648
25,8.64,80.003
26,18.609,89.856
27,18.446,82.066
28,23.999,84.657
29,-0.119,77.722
30,14.06,77.832
31,22.006,80.089
32,41.666,73.956
33,-2.959,1.868
34,11.201,94.497
35,15.863,92.902
36,8.641,88.086
37,43.237,90.679
38,14.328,81.138
39,19.973,76.83
40,-7.839,0.409
41,-2.607,91.384
42,11.528,88.53
43,46.671,72.358
44,26.853,85.76
45,6.422,87.843
46,11.422,79.538
47,18.233,86.398
48,-2.793,0.822
49,27.796,94.8
50,7.88,81.536
51,16.202,95.132
52,3.705,93.882
53,12.798,7.63
54,35.879,83.713
55,17.048,81.895
56,38.002,0.076
57,-5.042,4.114
58,19.956,79.863
59,20.811,94.437
60,48.085,90.978
61,8.837,2.976
62,26.697,0.268
63,13.642,77.674
64,31.729,92.895
65,31.199,81.12
66,13.788,95.899
67,29.119,76.416
68,27.157,85.626
69,18.737,99.247
70,15.053,18.104
71,0.377,3.105
72,39.546,71.321
73,21.175,90.355
74,12.414,8.096
75,10.518,83.007
76,20.862,12.966
77,43.353,71.303
78,29.232,85.482
79,32.57,99.104
80,23.277,5.261
81,36.26,90.875
82,20.676,77.574
83,13.989,0.198
84,28.365,11.237
85,21.596,86.057
86,2.491,88.346
87,12.182,88.664
88,13.596,79.105
89,10.605,98.765
90,16.315,14.278
91,40.037,80.273
92,40.931,86.521
93,22.327,77.724
94,17.557,93.4
95,-5.392,82.08
96,31.144,77.66
97,0.846,7.579
98,22.797,85.362
99,0.891,91.644
0,20.614,0.868
1,20.421,98.834
2,14.355,74.979
3,20.067,82.136
4,27.024,60.014
5,11.583,86.208
6,32.35,91.661
7,28.902,98.668
8,21.705,84.119
9,9.665,94.916
10,8.457,88.043
11,0.869,79.185
12,14.109,86.231
13,40.595,92.388
14,10.061,92.049
15,33.86,2.695
16,20.723,92.768
17,22.314,91.952
18,8.578,89.153
19,7.655,86.748
20,-6.859,87.141
21,24.096,82.852
22,29.201,90.383
23,18.304,81.406
24,11.014,87.259
25,39.84,65.894
26,34.989,4.465
27,22.604,94.072
28,13.974,93.767
29,-0.047,15.418
30,23.965,15.532
31,8.712,90.22
32,16.146,87.32
33,3.939,85.527
34,20.387,0.79
35,-6.162,71.64
36,33.311,96.618
37,10.533,82.769
38,17.685,81.597
39,44.404,0.137
40,27.588,90.125
41,18.568,97.4
42,35.007,97.842
43,27.691,91.19
44,45.696,77.725
45,22.768,79.52
46,24.837,98.035
47,12.801,92.323
48,14.958,93.747
49,25.983,88.901
50,18.523,97.94
51,16.909,88.938
52,27.511,99.662
53,18.241,79.858
54,12.669,88.87
55,38.48,2.073
56,15.962,3.253
57,-0.494,62.86
58,32.426,74.058
59,26.82,92.49
60,32.807,96.525
61,11.387,94.782
62,8.06,76.035
63,26.243,88.578
64,28.002,72.225
65,24.279,85.97
66,19.778,94.679
67,6.786,84.911
68,26.378,89.084
69,26.916,85.74
70,16.48,6.303
71,36.128,86.307
72,14.365,10.099
73,3.021,71.296
74,23.732,1.928
75,35.055,4.898
76,7.262,88.575
77,30.912,99.616
78,-4.811,72.347
79,7.584,80.496
80,28.609,55.644
81,-8.123,10.21
82,20.551,12.291
83,25.513,95.292
84,23.569,85.973
85,14.904,67.897
86,24.08,89.8
87,27.439,86.306
88,15.279,85.301
89,15.939,91.985
90,24.624,97.076
91,23.252,85.355
92,24.476,92.362
93,11.118,73.435
94,12.688,94.866
95,28.472,80.495
96,9.201,0.298
97,34.802,94.55
98,14.641,68.645
99,12.459,88.814
0,15.876,93.093
1,33.146,90.898
2,38.387,83.414
3,8.514,75.57
4,19.405,35.792
5,32.177,96.281
6,5.461,90.196
7,-0.01,97.929
8,26.974,78.612
9,27.87,84.15
10,23.251,71.224
11,3.745,88.546
12,-5.64,73.787
13,21.46,67.791
14,23.305,82.973
15,37.586,85.198
16,33.617,90.941
17,5.609,81.399
18,12.377,96.339
19,45.22,87.899
20,28.1,77.669
21,26.065,1.684
22,5.94,6.288
23,18.81,5.321
24,26.763,75.796
25,19.766,89.43
26,16.463,81.779
27,6.541,91.907
28,30.163,72.786
29,-4.868,1.026
30,4.3,12.213
31,-0.471,2.606
32,-5.079,63.896
33,27.058,0.2
34,13.869,91.504
35,20.484,9.995
36,44.545,0.337
37,22.195,62.613
38,12.384,75.551
39,39.491,81.758
40,17.363,53.212
41,23.28,95.255
42,28.772,75.437
43,12.18,91.552
44,-1.329,90.212
45,23.714,59.736
46,34.791,89.329
47,15.358,81.37
48,20.205,74.603
49,3.876,85.7
50,3.335,92.744
51,6.043,6.152
52,20.519,95.806
53,31.592,80.793
54,17.412,4.741
55,16.967,7.468
56,18.327,89.945
57,14.009,86.237
58,2.645,81.209
59,18.805,72.665
60,-2.128,86.917
61,27.567,88.252
62,0.634,99.99
63,3.253,84.679
64,27.034,77.668
65,16.07,98.204
66,20.874,74.151
67,39.671,89.74
68,37.836,81.958
69,13.307,83.422
70,18.211,75.055
71,-0.311,97.58
72,0.325,87.702
73,21.398,79.267
74,13.406,72.054
75,22.547,86.769
76,5.281,3.397
77,18.28,95.251
78,14.537,6.544
79,21.249,70.299
80,29.099,94.441
81,43.614,22.601
82,29.905,86.638
83,20.891,75.589
84,24.151,93.654
85,12.321,69.098
86,22.617,89.599
87,36.621,81.739
88,16.135,83.911
89,11.748,83.655
90,12.901,0.994
91,29.496,86.36
92,10.002,70.426
93,2.945,98.582
94,-2.116,84.813
95,22.713,82.078
96,34.049,96.786
97,23.311,79.46
98,28.527,78.183
99,24.829,94.293
0,5.986,1.29
1,6.79,96.568
2,26.18,93.918
3,35.579,98.773
4,31.577,87.461
5,13.978,82.246
6,24.048,96.716
7,23.388,94.828
8,25.645,91.588
9,34.674,88.73
10,14.915,78.263
11,30.58,80.857
12,1.385,76.732
13,37.4,85.945
14,4.283,89.148
15,16.28,24.21
16,27.622,98.407
17,27.451,85.207
18,33.674,79.486
19,-5.979,1.481
20,36.447,19.106
21,29.41,85.489
22,31.546,88.843
23,24.7,72.805
24,2.31,91.514
25,26.337,10.71
26,19.419,79.527
27,20.414,1.124
28,6.58,0.874
29,17.832,7.719
30,19.709,79.996
31,36.293,94.914
32,16.275,96.778
33,26.096,86.168
34,30.899,6.694
35,17.21,84.457
36,26.92,53.231
37,25.961,80.26
38,27.723,94.797
39,18.186,3.208
40,4.837,97.875
41,9.737,98.558
42,14.054,95.538
43,0.944,73.651
44,25.856,75.297
45,43.69,96.526
46,8.578,9.516
47,10.22,14.304
48,26.845,8.129
49,18.668,72.106
50,22.353,82.421
51,24.711,83.572
52,5.153,73.046
53,9.484,96.809
54,33.238,6.499
55,-2.19,74.332
56,38.344,1.517
57,13.829,84.31
58,20.575,70.984
59,11.957,94.512
60,20.998,95.547
61,29.235,97.768
62,57.357,6.599
63,11.165,69.7
64,22.818,91.483
65,14.504,91.107
66,39.297,15.425
67,23.473,67.082
68,-1.265,75.389
69,38.901,97.047
70,35.376,84.14
71,9.918,81.124
72,8.118,68.392
73,38.043,97.544
74,27.803,86.948
75,40.324,72.562
76,31.667,96.311
77,21.594,8.696
78,7.53,19.181
79,14.627,81.435
80,7.505,13.54
81,-0.87,2.018
82,21.632,83.164
83,40.977,96.899
84,12.353,7.768
85,9.796,80.191
86,32.386,80.77
87,2.587,86.396
88,29.157,86.79
89,5.449,87.341
90,16.477,0.638
91,22.607,84.446
92,29.247,95.765
